id,name,universe,alias,tier,image_url,created_at,real_name,blurb,fit_roles,bad_roles,lines,prep_shift,Power_lvl
084fd1b4-4df5-4c07-b64a-48d39affbecc,Chrollo Lucilfer,HXH,,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/chrollo-lucilfer.jpg,2026-08-19 13:13:40.4991+00,Chrollo,,SW,A,,2,84
08d6ad36-e5c2-4ff0-ba1c-87b67d8d4fee,Biscuit Krueger,HXH,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/biscuit-krueger.jpg,2026-08-19 13:13:40.4991+00,Bisky,,PA,W,,1,81
0cf16791-148c-4692-ac69-b53b3eed704f,Gambit,MAR,Remy LeBeau,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/gambit.jpg,2026-08-11 04:47:36.459091+00,Remy LeBeau,Anything is a weapon if you charge it.,WS,P,"{""reply"":[""Remy's heard sweeter talk from angrier men."",""You wanna play cards with the best, cher? Fine."",""Kinetic charge don't care 'bout your speech.""],""taunt"":[""Anything's a weapon once Remy charges it, cher."",""Gambit don't need luck. Gambit makes it."",""This card's already got your name on it.""],""falling"":[""Should've bet smaller, non?"",""Even the best hand loses sometimes.""],""overDown"":[""Deal's closed, cher."",""That's a royal flush, if you were wondering.""]}",0,66
0d013c83-ecd5-4c93-8d42-eca7d8fcbb90,Kingsley Shacklebolt,HP,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/kingsley-shacklebolt.jpg,2026-08-19 13:13:40.4991+00,Kingsley,,SA,W,,1,73
0db807ca-88fd-4ab6-b168-e64eff223d43,Mahito,JJK,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/mahito.jpg,2026-08-19 13:13:40.4991+00,Mahito,,WE,A,,0,81
0ea03b13-7c19-4852-90fc-68a3594954ae,Poison Ivy,DC,Pamela Isley,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/poison-ivy.jpg,2026-08-11 04:47:36.459091+00,Pamela Isley,The garden is on her side.,WE,A,"{""reply"":[""The plants agree with me. That's two against one."",""Your threat means less than a wilting leaf to me."",""I've poisoned scarier men with better manners.""],""taunt"":[""The garden's on my side. You're outnumbered."",""One breath of my perfume and this is already over."",""Nature doesn't forgive what humanity's done. Neither do I.""],""falling"":[""Even I can be cut down, apparently."",""The roots will remember this insult.""],""overDown"":[""The garden grows regardless."",""Nature always reclaims what's hers.""]}",1,67
0ed8e595-7cbb-4576-a8d4-ee7daba1ec28,Spider-Man,MAR,Peter Parker,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/spider-man.jpg,2026-08-11 04:47:36.459091+00,Peter Parker,With great power comes great responsibility.,PAS,E,"{""reply"":[""Cute speech. Did you write it yourself?"",""I've heard scarier lines from a substitute teacher."",""Give me a second, I'm still thinking of a comeback.""],""taunt"":[""My spider-sense is basically bored right now."",""Quick tip, my jokes land harder than my punches."",""Aunt May could dodge that one.""],""falling"":[""Aunt May's gonna kill me before you even do."",""Okay, that one I'm feeling tomorrow.""],""overDown"":[""With great power comes, well, that."",""I'll web you a get well card. Maybe.""]}",1,79
0f52a459-f425-41f3-ad7e-9b4a79710d99,Sentry,MAR,"Robert ""Bob"" Reynolds",S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/sentry.jpg,2026-08-16 16:53:54.077409+00,Bob Reynolds,Power of a million exploding suns.,PW,AS,"{""reply"":[""I'm afraid of myself more than I'll ever be of you."",""Careful. I don't always control what happens next."",""You're threatening the wrong half of me.""],""taunt"":[""I carry a million exploding suns. Try me."",""The Void is watching. That should worry you more than I do."",""Bob Reynolds isn't the scary part. What's in him is.""],""falling"":[""The Void is laughing. That's the part that scares me."",""I can feel it wanting out. Not good.""],""overDown"":[""I didn't want this. It happened anyway."",""The power did that. I just carry it.""]}",0,97
10343b5a-dbdf-48d4-b00b-01bdd80173b5,Delsin Rowe,INF,Smoke Conduit,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/delsin-rowe.jpg,2026-08-17 22:34:35.711556+00,Delsin Rowe,The Cole Macgrath replacment.,WE,A,"{""reply"":[""I'm a Conduit. Deal with it."",""Smoke, Neon, Video... take your pick.""],""taunt"":[""Catch me if you can!"",""You want some of this?""],""falling"":[""Out of smoke...""],""overDown"":[""Orbital Drop finished.""]}",0,86
12427e2b-038d-416e-a5bd-069bb6bb9f13,Aoi Todo,JJK,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/aoi-todo.jpg,2026-08-19 13:13:40.4991+00,Todo,,SP,,,1,77
12964324-5e4c-453b-84b2-15595f5ce4a5,Talia al Ghul,DC,Talia al Ghul,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/talia-al-ghul.jpg,2026-08-11 04:47:36.459091+00,Talia al Ghul,Better tactician than her father.,SE,A,"{""reply"":[""My father's shadow taught me to never underestimate."",""You mistake my calm for something you can exploit."",""I have loved and killed men more dangerous than you.""],""taunt"":[""Better tactician than my father, and he knows it."",""The League trained me since birth. This is instinct."",""I have outmaneuvered smarter men than you already.""],""falling"":[""Even the best tactician miscalculates occasionally."",""My father will hear of this. Eventually.""],""overDown"":[""Strategy, executed precisely."",""The League does not train for anything less.""]}",1,61
12c2b8c6-35ea-4788-be61-fbdcd0ac1fa4,Thomas Andre,SL,Goliath,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/thomas-andre.jpg,2026-08-11 04:47:36.459091+00,Goliath,America's national-level problem.,PE,S,"{""reply"":[""I've heard scarier threats from actual monarchs."",""Save it. National-level hunters don't flinch."",""You'll need more than words against this rank.""],""taunt"":[""America's national-level hunter doesn't lose small fights."",""I've cleared S-rank gates before breakfast."",""Goliath doesn't back down from anything.""],""falling"":[""Even national-level hunters have bad days, apparently."",""This is gonna be a long report to file.""],""overDown"":[""That's national-level strength, on full display."",""America's finest, still undefeated.""]}",0,89
12fedff4-0622-4c33-b2bf-0fafff8a65c6,Gamora,MAR,Gamora,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/gamora.jpg,2026-08-11 04:47:36.459091+00,Gamora,Raised by the worst.,ES,P,"{""reply"":[""I was raised by monsters. You are not one."",""Save your threats. I've heard my father's."",""That's cute. Thanos was scarier.""],""taunt"":[""Thanos trained me. This is nothing."",""I've survived worse than you before breakfast."",""I don't lose. Not anymore.""],""falling"":[""Even the deadliest woman has a limit."",""Thanos would be disappointed. Good.""],""overDown"":[""Deadliest woman in the galaxy. Remember that."",""I earned that title. Every scar of it.""]}",0,64
1447d348-202d-4f8a-8d97-d9b642d23aa8,Bulletproof,INV,Bulletproof,C,,2026-08-28 00:26:55.746744+00,Zack Thompson,Absorbs kinetic energy to power his flight.,PA,S,,0,73
1654f49a-3054-4c4d-8ca0-d608c8f5f465,Robin,DC,Damian Wayne,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/robin.jpg,2026-08-11 04:47:36.459091+00,Damian Wayne,Ten years old. Furious.,ES,A,"{""reply"":[""I do not fear threats from the mediocre."",""Grandfather taught me patience. I am running out."",""You waste breath I could spend finishing this.""],""taunt"":[""I'm ten. I've already killed men worse than you."",""Father trained me since birth. This is nothing."",""Do not mistake my age for weakness.""],""falling"":[""Father will hear of this failure. Unfortunately."",""This will not happen again.""],""overDown"":[""Damian Wayne does not lose."",""Efficient. As always.""]}",0,59
1740ab66-818a-496e-9851-c50f9be0d6ff,Go Gunhee,SL,Go Gunhee,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/go-gunhee.jpg,2026-08-11 04:47:36.459091+00,Go Gunhee,"Old, tired, still S-rank.",PA,W,"{""reply"":[""I've heard scarier threats before my morning tea."",""Experience beats bravado. Every single time."",""You'll learn respect the hard way, I suspect.""],""taunt"":[""Old, tired, and still S-rank. Sit with that."",""I've led the Hunters Association through worse than you."",""Age didn't slow down the things that matter.""],""falling"":[""Even old bones have their limits eventually."",""The Association's gonna need a new chairman soon, apparently.""],""overDown"":[""That's what decades of experience gets you."",""Still S-rank. Don't forget it.""]}",1,79
182fcd88-ab40-445e-909b-555595945d8c,Allen the Alien,INV,Allen,S,,2026-08-28 00:26:55.746744+00,Allen,Grows stronger from every fight he survives.,PA,S,,0,89
19dcf1f1-1d69-41d0-9f83-e0b97ed5a75f,Angstrom Levy,INV,Levy,B,,2026-08-28 00:26:55.746744+00,Angstrom Levy,Tearing open portals across infinite dimensions.,WS,P,,1,78
1aa51436-9ffe-4c63-86fa-21b0bb5910b5,Monster Girl,INV,Monster Girl,C,,2026-08-28 00:26:55.746744+00,Amanda,Transforms into a titan at the cost of her youth.,PA,S,,0,74
1d0e93c8-058a-42f4-a728-ca9724b1aca3,Menthuthuyoupi,HXH,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/menthuthuyoupi.jpg,2026-08-19 13:13:40.4991+00,Youpi,,PA,S,,0,86
1e416bd0-1e25-4032-9279-933a5fcfad64,Baraka,MK,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/baraka.jpg,2026-08-19 13:13:40.4991+00,Baraka,,E,SA,,0,66
20a14215-44e7-4f49-99ef-f83d90a441b7,Mitsuri Kanroji,DS,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/mitsuri-kanroji.jpg,2026-08-19 13:13:40.4991+00,Mitsuri,Love Hashira.,PA,S,,0,74
20eaf504-ff9f-4750-bfc6-51c024f04f76,Stormfront,BOYS,Klara Risinger,B,,2026-08-27 23:48:19.72276+00,Klara Risinger,"Old-world hate, modern-day marketing.",WE,A,,0,73
21ca4b97-5238-4ce4-8de0-612dcd1e91f9,Two-Face,DC,Harvey Dent,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/two-face.jpg,2026-08-11 04:47:36.459091+00,Harvey Dent,Fifty-fifty on everything.,WE,A,"{""reply"":[""The coin doesn't care about your speech."",""Justice is a coin flip. Yours just landed wrong."",""Harvey's not here right now. I am.""],""taunt"":[""Fifty-fifty. The coin already decided your fate."",""Harvey wanted to talk this out. I didn't let him."",""Heads you lose quickly. Tails you lose slowly.""],""falling"":[""Even the coin couldn't save that outcome."",""Harvey's saying I told you so. Quietly.""],""overDown"":[""Heads. Like I said."",""The coin never lies.""]}",1,54
224ef377-7ea6-40ef-b86e-f90191d61abe,Queen Maeve,BOYS,Maggie Shaw,B,,2026-08-27 23:48:19.72276+00,Maggie Shaw,"A warrior who lost her soul, trying to buy it back.",PA,W,,0,74
2288991d-fb89-4dff-aaab-3b1d6afbac0d,Ada Wong,RE,Double Agent,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/ada-wong.jpg,2026-08-17 22:20:25.745042+00,Ada Wong,Always leaves on her own terms.,SW,P,"{""reply"":[""See you around, Leon."",""Work comes first.""],""taunt"":[""You're predictable."",""Catch me if you can.""],""falling"":[""Plans change...""],""overDown"":[""Pleasure doing business.""]}",1,58
22d169a4-5b75-4b5d-b6a1-2360c6903b15,Deadpool,MAR,Wade Wilson,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/deadpool.jpg,2026-08-11 04:47:36.459091+00,Wade Wilson,Reads the price sticker back to you.,WE,A,"{""reply"":[""Boo, villain speech, two stars, would not watch again."",""That's cute. I've got chimichangas riding on this."",""Wow. Someone skipped their character development arc.""],""taunt"":[""Ooh, is this the part where you monologue?"",""I've got merc with a mouth AND fists, buddy."",""Fourth wall's right there if you wanna break it too.""],""falling"":[""I'll be fine, probably, regeneration's weird like that."",""Ow. Rude. Very rude.""],""overDown"":[""And that's why I'm the best at what I do."",""Somebody get this on camera, nobody's gonna believe it.""]}",1,78
23d7d270-97df-45e1-903e-1d673b852a30,Kratos,MK,,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/kratos.jpg,2026-08-16 16:53:54.077409+00,Kratos,"Killed gods for a living. Retired, mostly.",PE,W,"{""reply"":[""I do not fear threats from mortals or gods."",""I have buried better warnings than yours."",""Rage got me through Olympus. You are not Olympus.""],""taunt"":[""I have killed gods. This will not take long."",""Boy, watch closely. This is how it is done."",""The Blades of Chaos have not rusted.""],""falling"":[""Even a god-slayer bleeds. Rarely admitted."",""Boy, remember this. Learn from it.""],""overDown"":[""Another death added to a very long list."",""The Blades remember every one of these.""]}",0,99
24125a8f-63f1-4b7e-b784-c64e726e4315,Toji Fushiguro,JJK,Toji,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/toji-fushiguro.jpg,2026-08-11 04:47:36.459091+00,Toji,No cursed energy. Still the scariest.,PE,W,"{""reply"":[""Cursed energy doesn't matter if you're already dead."",""I've killed scarier sorcerers than you with less effort."",""Talk's not gonna stop the inverted spear.""],""taunt"":[""No cursed energy. Still the scariest thing here."",""Sorcerer Killer. The name explains itself."",""I don't need cursed techniques to end sorcerers.""],""falling"":[""Should've seen that domain coming. My mistake."",""Guess even the Sorcerer Killer meets his match eventually.""],""overDown"":[""Another sorcerer, handled. As always."",""Zero cursed energy, zero problem.""]}",1,83
26fa8967-8a59-44d5-9aef-b8838e6d1aea,Fuegoleon Vermillion,BC,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/fuegoleon-vermillion.jpg,2026-08-19 13:13:40.4991+00,Fuegoleon,,PA,W,,0,84
274064cc-8907-40fa-9b09-3fb869c16354,Neji Hyuga,NAR,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/neji-hyuga.jpg,2026-08-19 13:13:40.4991+00,Neji,,SA,P,,1,68
2761a139-4784-4ad1-8964-337147c707fe,Ra's al Ghul,DC,Ra's al Ghul,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/ra-s-al-ghul.jpg,2026-08-11 04:47:36.459091+00,Ra's al Ghul,Patient in a way that frightens.,SE,A,"{""reply"":[""Patience is a weapon you clearly do not possess."",""I have negotiated with worse than your threats. And won."",""Detective, is that truly your best strategy?""],""taunt"":[""I am patient in ways that should frighten you."",""The Lazarus Pit has given me centuries to plan this."",""I have watched empires rise and fall. You are brief.""],""falling"":[""The Pit will restore what this cost me."",""This is merely a delay in a much longer plan.""],""overDown"":[""The Demon's Head does not lose to the impatient."",""Centuries of practice, proven correct again.""]}",1,65
295b1fb3-f37b-41a6-a0f3-0a9ec17f0d31,Nebula,MAR,Nebula,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/nebula.jpg,2026-08-19 00:41:46.834798+00,Nebula,Rebuilt herself in pieces.,ES,W,"{""reply"":[""Pain is just a part I haven't replaced yet."",""Thanos made me stronger. Then I made myself better."",""I don't need luck. I need precision.""],""taunt"":[""Every scar on me is a lesson you haven't learned yet."",""I have already calculated seventeen ways to end this."",""You fight like someone who hasn't lost enough.""],""falling"":[""Another piece to replace. Fine."",""This isn't over. It's never over for me.""],""overDown"":[""Precision. Every time."",""That's what happens when you underestimate the parts I rebuilt.""]}",1,63
295ed6ec-a2ab-4b19-bad0-bbc0ac60517b,Hela,MAR,Hela,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/hela.jpg,2026-08-11 04:47:36.459091+00,Hela,"Death goddess, minus the throne.",WE,A,"{""reply"":[""Death does not fear the living."",""You speak boldly for someone I will soon collect."",""Odin's secrets do not frighten his true heir.""],""taunt"":[""I am the Goddess of Death. You should be honored."",""Asgard forgot me. It will remember this."",""I have ruled longer than your entire lineage.""],""falling"":[""Even death can be delayed. Briefly."",""Odin's secrets... this is not how the story ends.""],""overDown"":[""Death claims its due. Always."",""Asgard's throne was always mine.""]}",0,93
2b024362-5d0e-4783-8490-4419c3c2c805,Hiromi Higuruma,JJK,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/hiromi-higuruma.jpg,2026-08-19 13:13:40.4991+00,Higuruma,,SE,P,,1,76
2ba59eaf-1e49-48aa-b39a-859943927045,Catwoman,DC,Selina Kyle,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/catwoman.jpg,2026-08-11 04:47:36.459091+00,Selina Kyle,Already stole your purse.,SW,P,"{""reply"":[""Cute threat, darling. I've heard better from Bruce."",""I don't do fear. I do opportunity."",""Selina Kyle doesn't scare easy, sweetheart.""],""taunt"":[""I already took the good issue. This is just cleanup."",""Nine lives, and I've barely used any of them."",""Careful, I bite back harder than I look like I can.""],""falling"":[""Should've used one of my other lives more carefully."",""Bruce is gonna have opinions about this later.""],""overDown"":[""That's what happens when you cross a cat."",""I'll take that as a trophy, thank you.""]}",0,57
2bbba4c7-8800-4f2f-ad1f-a70212234aab,Vibe,DC,Vibe,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/vibe.jpg,2026-08-19 00:41:46.834798+00,Cisco Ramon,Feels a fight coming from another universe.,SW,P,"{""reply"":[""I felt that coming from three Earths over."",""Give me a second, I'm calibrating my sarcasm."",""You really don't want to see what I can breach in.""],""taunt"":[""I can open a door to anywhere. Including behind you."",""Vibe check: you're about to lose."",""I built this power. I can also break you with it.""],""falling"":[""Okay. Okay, that vibe was... not great."",""Note to self: recalibrate before next fight.""],""overDown"":[""Vibe check complete. You failed."",""Should've read the room. Or the dimension.""]}",1,50
2bcf8c20-f688-48fb-bb5a-d94141b41e97,Captain America,MAR,Steve Rogers,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/captain-america.jpg,2026-08-11 04:47:36.459091+00,Steve Rogers,Always standing bravely defying tyranny.,SA,E,"{""reply"":[""I don't need the last word, just the last stand."",""Save it. Actions, not speeches."",""That's not going to change what happens next.""],""taunt"":[""I can do this all day."",""Get up. We're not finished."",""You picked the wrong hill.""],""falling"":[""Someone else has to carry this now."",""I'm not sorry. I'd do it again.""],""overDown"":[""Stand down. It's over."",""That's what happens when you don't listen.""]}",1,70
2d3dd837-4e35-4d07-825f-4097da76f92a,Gaara,NAR,Gaara,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/gaara.jpg,2026-08-11 04:47:36.459091+00,Gaara,The sand gets there first.,AS,E,"{""reply"":[""I no longer fight for myself alone. That changes things."",""Your threat means less than the isolation I already survived."",""The sand does not care for your bravado.""],""taunt"":[""The sand gets there before your fist does."",""I fight to protect what I couldn't as a child."",""This sand has buried better shinobi than you.""],""falling"":[""Even the ultimate defense has its cracks, it seems."",""Naruto taught me this isn't the end. I believe him.""],""overDown"":[""The village is safe. That's what matters."",""Even the sand shows mercy, sometimes.""]}",1,80
2ddc6fd0-2b28-43e7-83ca-fe403c62eeed,Kento Nanami,JJK,Nanami,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/kento-nanami.jpg,2026-08-11 04:47:36.459091+00,Nanami,Clocks off at six. Lethal until then.,SA,W,"{""reply"":[""That's overtime pay talking. Not fear."",""I've dealt with worse than you before my morning commute."",""Save it. I've got a schedule to keep.""],""taunt"":[""I clock off at six. You've got until then."",""Ratio technique. Every strike counts more than yours."",""I hate this job. I'm still very good at it.""],""falling"":[""This is exactly the overtime I was worried about."",""Yuji's gonna hear about this. Eventually.""],""overDown"":[""Right where I calculated. Every time."",""That's what a 7:3 ratio looks like.""]}",1,71
2e4c0c05-af4f-4071-a3cb-401c827f5d9c,Black Panther,MAR,T'Challa,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/black-panther.jpg,2026-08-11 04:47:36.459091+00,T'Challa,"King, scientist, problem.",SA,W,"{""reply"":[""Wakanda does not bow to noise."",""A king does not flinch at threats."",""You mistake my patience for hesitation.""],""taunt"":[""Wakanda forged me. What forged you?"",""I rule a nation. This is a formality."",""Show me what you have, then kneel.""],""falling"":[""My people... will remember this."",""Even a king falls. Rarely, though.""],""overDown"":[""Wakanda forever."",""The throne does not answer to you.""]}",1,74
2ec3e11e-5887-45fb-9657-b844642e6148,Noelle Silva,BC,Noelle,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/noelle-silva.jpg,2026-08-11 04:47:36.459091+00,Noelle,"Terrified, and a tidal wave anyway.",WA,S,"{""reply"":[""I'm scared, sure, but I'm not backing down anymore."",""That almost worked on the old me. Not this me."",""I've stopped apologizing for my own power.""],""taunt"":[""Terrified, and still doing this. That's growth."",""Water magic, and I've finally learned to trust it."",""The Silva family underestimated me too. Watch.""],""falling"":[""Even growth has setbacks, apparently."",""I'm not going back to being scared of this.""],""overDown"":[""I did it. I actually did it, on my own."",""That's for everyone who said I couldn't.""]}",0,86
2f0420a0-44bc-4ae6-b6f2-d5982dc848ab,Tengen Uzui,DS,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/tengen-uzui.jpg,2026-08-19 13:13:40.4991+00,Tengen,Sound Hashira.,SE,A,,1,75
